isDGA,domain,ngrams
dga,t74dthmqwqme183wx1y3qy8nr,523.5914009661836
dga,bitcgxeqhuyd,885.010101010101
dga,tatskkkyelut,1190.5272727272727
dga,vlcetdyqsvxpxis,966.9561660561661
dga,braqcw1ybrqxm10bwet7jqfzgn,614.4036752136752
dga,korqb7dmmffz2hz7eddaktc5,681.1624396135265
dga,ba671d1be631a3dcf761bed552cfef3b,582.7640008960574
dga,vlgwbroqcmyrvbd,729.3111111111111
dga,spokeseven,1652.2259259259256
dga,bqmeifvaxcclfpv,838.2396825396826
dga,10pyqnbm0bykj1d9qhmh1mri4nt,550.0185185185186
dga,1kz1d4wge89fh1lblb9j12tkbov,454.25699905033235
dga,tahvrsqkybvmrnym,867.495634920635
dga,joinhope,1355.2261904761906
dga,lvjstjnesjaj,1108.2540404040403
dga,ehfgkyteyenjaun,1194.5070818070817
dga,pickeasy,1344.1289682539684
dga,watchcolor,1279.0185185185185
dga,djlphjmxiemem,967.5538073038073
dga,yardtuesday,1356.4606060606059
dga,cfjayocetfdqj,895.9547397047396
dga,eotdtjradaeqndt,1418.137851037851
dga,ijjvbaozthkvxcmrpzswlvcwbi,746.6867094017093
dga,nwabjvuluxdkvtiihs,893.1756535947711
dga,wrongmoon,1320.1501322751324
dga,dreameasy,1661.7083333333333
dga,mcbksstivjvn,1009.3848484848485
dga,jgiudlpkpsjis,932.0200077700077
dga,lhynqmlvnidph,860.4046231546231
dga,rjmnaapvjwjmk,754.1217948717949
dga,u55k4c1pvazr6ztcl2kc5a3,568.8353096179184
dga,kcqulthgydahal,897.0805860805859
dga,uksffnnhuqwqrs,810.2179487179487
dga,xobabanfojtshtsorusfueadzpt,1170.9388414055081
dga,vtrlvmjefwvk,774.3833333333333
dga,rwwgusaiuskwgcmdyovyhhuxypxg,733.4727309727309
dga,wtiwvaumnujcvp,855.2515262515261
dga,uyy729lzzchgzwa94tdl0do8,523.4921497584542
dga,1p6u6ravxkhj49hknzt16oev7a,618.3948717948718
dga,xqpwsgyxvkxcifjbdiuglf,611.0078643578644
dga,ardseqpl3k9g8rybcc7wkvpl,774.4014053579272
dga,ljzxhpnjaixwxsmreucaydmdq,855.934420289855
dga,oxwssnltsews,1333.0762626262626
dga,fefbtnrduyun,1057.169696969697
dga,puscrfdgtpdgxb,839.9880952380953
dga,nsxnxpwcoweea,1242.7653457653457
dga,ddxgptoknppflnvpzdzhh,726.1794068504595
dga,wsimxkexvpnyyj,780.6312576312577
dga,mojssutqr,1080.7870370370372
dga,bypoaujftbbpqv,652.8214285714286
dga,18i4ido1xwozbu197aa5d1byk2yh,536.2363654863655
dga,bfswahsfckpplv,788.2405372405373
dga,jbqvecssinyqg,1011.3397435897436
dga,xxyyfuqjdryb,434.54494949494955
dga,udaaryqcixgrnr,1141.2451159951158
dga,ilrcwgixxdjm,835.5434343434343
dga,cbmmbttxbiiwm,871.4594017094017
dga,hwqpvuhcyxsaxh,598.047619047619
dga,kslcmwaftqitowg,974.4598290598291
dga,rypjrwgwgamdmytrshehwkpscmf,887.2675593542259
dga,khnnmywalt,994.0120370370372
dga,fgauqkoiaipwblb,900.5319902319901
dga,agbdoxkvdptxvfhh,652.0027777777779
dga,ljwdagnite,1284.9046296296294
dga,smkqojscfvsvn,845.6474358974359
dga,14v0ick14azted1nbjpl91fy95it,678.6882376882378
dga,a4i9x78az72h1cdsyvk1pah6d4,550.7067094017094
dga,utq4p01jn6yc7bx5vv1ic38w7,410.7911111111111
dga,qosdwxvwwsiu,781.7712121212121
dga,oywjwmkuygwh,446.26262626262627
dga,watchbegan,1289.0166666666667
dga,noiqkuxekrwjk,825.8861693861695
dga,ipxujgkiuaaulsmva,973.8850490196078
dga,hwrngufpinhx,916.0166666666668
dga,1ijmqujqtdgkz1azlv5o1ackbh1,565.6009686609685
dga,muhphwqxggpi,583.3712121212121
dga,1iolsid1ikkv4x17b4vwhui5sqs,708.7750237416903
dga,pnxpvjpxxjuwlsr,642.2714285714286
dga,raksuonaupnvg,1190.9974747474748
dga,dxruthbg,803.7083333333334
dga,puxjytvctyeow,849.974358974359
dga,wcarqhmohcvokb,819.2090964590966
dga,sundayboat,1291.3379629629628
dga,nfbwausdghhuh,798.5767288267289
dga,ljqtgakmcvjso,812.6824009324009
dga,lssagjfmlinnwh,1116.56684981685
dga,spokefruit,1305.9685185185185
dga,1dkly1b6ydhj21nv5c9l115zflc,410.6720037986704
dga,triedfebruary,1455.4024864024861
dga,oidescdmpfar,1354.5318181818182
dga,vkvgvcozucbmscpffacqtgxgasof,798.2691290191291
dga,offerthey,1338.4828042328043
dga,triedlight,1509.6685185185186
dga,lkivuoavo,1014.2929894179896
dga,gnlmlxc,872.6111111111112
dga,adkdneggocysy,1088.0858585858584
dga,1fxvjql1fl4j11vh8k9j1cr7lzx,304.7592592592593
dga,watchtuesday,1297.3520202020202
dga,dbrcurwgefdycixamvoug,946.4369674185463
dga,dpjahfscjqsy,756.7878787878789
dga,xnpuuvijadmsok,908.9093406593406
dga,3c87kl117yww07c81ja1s8uf4r,392.45897435897433
dga,ouhfigxyxasgleqkr,934.0705882352942
dga,njwsrtnajdsl,1177.74898989899
dga,vpmxrqgr,699.0476190476192
dga,pvnpgitfveosn,1192.8941336441335
dga,1fxhhvoa2i5jrsaxym88qn7ku,624.7752415458937
dga,hgelxzpmfqwifmnfyxtp,718.9650097465887
dga,rsswpyqhtfdf,838.3429292929294
dga,ymcbxlmgjwnxmhn,630.515873015873
dga,xtrxcjwtgmdd,775.0792929292929
dga,je1hyw1judj1d89pypv2tzuv,444.9996706192358
dga,signhigh,1188.6190476190475
dga,ykgrhqloaidb,909.7318181818182
dga,gcldmxifxcsen,1070.6857031857032
dga,wbhyubaeiupb,870.9777777777778
dga,ynkxxlrsssta,1187.669191919192
dga,wkawndvnysbopbrvncgtb,912.3360484544696
dga,dukfhbyrsflrgdepjzxeqinmvdx,855.2572839506173
dga,amchqwsokkxm,723.6095959595959
dga,cebivkvgyqoovceucyldvcrdwc,910.333205128205
dga,vpmvvcmkjlyl,553.7878787878788
dga,1dl8xpo1r021p01nul4opp2f0il,594.449477682811
dga,toswfyueyxfutaijmrnjydfi,970.415568730786
dga,tgcakjfesgkvkrbmbmbanrxyusnvhi,937.0107553366174
dga,gdqnfdymlmof,728.6070707070706
dga,ikgmxkcbyrhwt,705.6410256410257
dga,watchconsiderable,1542.2799836601307
dga,vqvndnafddke,956.9277777777778
dga,xxvutklrwpdkxm,594.0238095238095
dga,139vomciqh85n14og8r5ke5za5,605.4005128205129
dga,1qkfz41c2jc525hjk7u1pybs2,286.7238888888889
dga,wfrkpmikbkvdo,690.6080031080032
dga,arivewear,1722.6951058201057
dga,ksmfvuinrcxq,878.780303030303
dga,1lk68utrm7xaysf7xn71gicr50,663.9414957264956
dga,vg6wlb1qafahk1sijirn1tmhix0,768.923779677113
dga,dnnjlhmqofech,955.8945221445223
dga,rpinqacxdhlr,1112.2191919191919
dga,8e42b6a441dbc387fba4a969b4bfc83c,448.497311827957
dga,rbsnspmsytaw,1200.50101010101
dga,lmghyhaicfdyn,900.7874902874904
dga,fp0vr0tn9o424kcwhm16z6a03,475.05777777777774
dga,septemberought,1460.1303418803418
dga,1jukpfx1w6adejgjofll119rkmb,564.4977587844254
dga,yqbuhyeqnjetkan,977.7316239316239
dga,adjoxscecfwpi,1070.8638306138305
dga,xccg6jr08jj48ffjxguj6lex,440.344806763285
dga,193wnz89aohom1cycp2b5fcfse,662.9276068376068
dga,1rgc7u256cqms1euil0012fyfo5,589.3527445394112
dga,khaxcypelmaebbk,975.5761904761906
dga,rwpvmkevlevclg,956.9453601953602
dga,nxvxfndpspbalw,845.8638583638585
dga,1mift9ot9qt0tv385jbsrfilg,752.073115942029
dga,dutygone,1289.015873015873
dga,isxoaktdbmxg,944.2338383838386
dga,bhkddfgawsdse,975.4250194250194
dga,buleekkhvltek,1110.8824786324785
dga,xupmytnhfc,742.4157407407407
dga,yullyfdddosrjio,996.6056166056168
dga,onidnfytxphynryhprhmbnrypqg,914.5260018993353
dga,signborn,1414.0119047619048
dga,uponhorse,1474.9609788359792
dga,swfweawrktfrtk,1030.748778998779
dga,7lgn4b1b7ml0v1srero511c4chx,684.7813485280153
dga,1ljnlk21jlee9pqlhesv1rwypbt,835.7916429249763
dga,xqedfykeajlne,1119.7925407925409
dga,jhtvthmditiiey,1202.282967032967
dga,vrfkcrkyrrqxgth,787.5885225885226
dga,ruyeycrfkgkteht,1068.6496947496948
dga,ruimcgbdayrij,1046.8949106449106
dga,headcolor,1472.8736772486773
dga,1368gq5gj8fl01sucaj88a29uf,417.25440170940175
dga,phdupprjtjuwaan,929.2498168498167
dga,1l7rdilwv2240xtvaqo1izjsrc,722.0657264957266
dga,rlrektbcadxtmrv,1168.1319902319901
dga,dtnqgh1ifd046ybtrtk14c7jv6,594.0923076923077
dga,yuv2u8djz40i1qo58wq1yz5a8z,331.74051282051283
dga,120nbxhxvnrzlaw4ach1p3mc0m,611.2980341880342
dga,jl8chey6gvog162f46f7bj90z,390.04881642512083
dga,putisrswuvpk,1045.7585858585858
dga,nxncxbflqvdtr,829.237567987568
dga,wentmonday,1407.034259259259
dga,qfertnbfpvdmkmg,853.2118437118437
dga,1rf7xb66mj1whndp03hy34zbr,398.8044444444444
dga,duqbwmmmsobpme,836.258547008547
dga,f039029385cdab5fa9016c5fd861b5f7,293.71644265232976
dga,ijpvdukfcyleihswhxodiaemfgair,1054.0374931581828
dga,12mmssv1avppbux05gdl1ywnkwk,556.2573599240266
dga,lfchyndnbhksvsl,892.6247863247863
dga,pickhurry,996.7473544973545
dga,tmydbrfvdfnr,870.6060606060606
dga,enqhvlyvrqllvt,916.9273504273505
dga,q1aa3d1l1jyii1gpjy57edq5sv,649.7107692307692
dga,jwyvnldxhlaheot,949.6172161172162
dga,vlxfoihracqjpst,975.9858363858363
dga,ybvhjhonmamrpc,864.4847374847376
dga,tbcdvffrxvys,735.9348484848484
dga,1qw6hav72jicp1b07ec53si2ex,654.2136324786325
dga,dda8cbde6fcc2b19cfcac1b3c0084e68,639.0686603942653
dga,r32asaine0k101j0pjvwmt86,729.2688844971453
dga,tonqkiejpegbml,1139.1654456654458
dga,680864f8de4e13bd658dc755afd4f9fa,463.6743951612903
dga,jsgqmlmffesqix,854.606227106227
dga,darknoise,1591.2387566137568
dga,mjxmfbibdgmav,667.7655400155401
dga,txeawpslnnnpk,1202.7393162393162
dga,qwmfepdui,874.7189153439153
dga,n6xlze1svafgi1gfkknb69m6kc,655.9456837606838
dga,klbigkn,856.2476190476191
dga,1c9pu61apufep1p4v52v1ccsnw8,591.2236847103513
dga,casereply,1644.9675925925924
dga,xfkba91pwr28mvoxofcqb0rbg,541.6656521739131
dga,iyqxtqryyoekc,882.3376068376068
dga,kteiuautorkbiti,1409.7941391941392
dga,qcihbvakvccv,728.3595959595959
dga,021194bbaf31cd3ed38d77eb45450f54,389.5413306451613
dga,9sk3mxyxva512zivry98b6bm,450.9408212560386
dga,qoqkajckdcelab,923.4441391941392
dga,kiyaetgchrgja,1131.2942890442891
dga,yyupsqernewmu,1096.50777000777
dga,withnews,1336.2936507936508
dga,bcdyuscjlxdlyio,873.2970695970695
dga,135t51e1jeggegh1cmvnztsq3w,726.3258119658118
dga,fifnlcrxvx,838.1101851851853
dga,lgqtcnvbytqtlmijtqobmkzwg,759.6428743961352
dga,slvoxvqsiqvp,799.3944444444445
dga,knjuhptmfipdp,799.0592463092463
dga,waipnxkfuhlbu,783.0017482517483
dga,fwrnwglywteekyuwhyp,855.0776860451783
dga,pcrehuyirwkrcnr,1171.8483516483516
dga,pacfyapwtouqw,862.1340326340327
dga,lordnoise,1652.5753968253966
dga,drinkfruit,1314.6527777777778
dga,wyaecynekmopcef,1182.1642246642248
dga,gerkwpleavrhy,1151.7948717948718
dga,whichgreat,1341.9037037037035
dga,17a34430e2ef41fae7a753d67214fe2a,599.5047043010753
dga,trkrhgxjxjyj,578.0757575757576
dga,wutmvnoqxqnijko,792.3476190476191
dga,slbugcihgrgny,974.3912198912199
dga,bixdrwzhswkjwydxozhaqtoyhrcmn,756.7636380222589
dga,shpyfbvjaamwfuq,656.5113553113553
dga,gukvztwemxrcvshmbqkhmbil,749.8401405357927
dga,cwnyvbecionmyj,1026.114774114774
dga,yznztj1cj0wf61yhaxq61lde5gm,517.534358974359
dga,ksscwtimrpfy,1035.790404040404
dga,ttxtmaweveggykn,1110.160805860806
dga,avdqixrxfrmtsa,1033.5915750915751
dga,4da8270223ca03320d65ae31dc050583,394.12466397849465
dga,bnmpobuxuuaem,956.4687257187256
dga,1rrk8sq11fvbvv12wrgjn1h39ls9,506.336860670194
dga,ierpmkhvuijbby,890.4084249084249
dga,1vcuodseppi2i1p3x6hq1estyig,902.9694207027542
dga,quickwhere,1239.4916666666666
dga,ablemeet,1741.579365079365
dga,fylcglribgtnn,1070.0367132867134
dga,en9uu8hi1i3112ynceg781yp,721.7049846288977
dga,dvntjx1rysllh17grnz1jzbu9z,628.2652564102565
dga,qttgxwxolzpdttssccurcnbxk,920.2027053140097
dga,fwjcepgvbwqi,692.3267676767676
dga,bss4xl1bf97hs1et11yc1hg2huw,588.5422602089269
dga,swdrgtdcmdlvefvkdvsjjn,879.7153679653679
dga,gladsome,1403.4345238095239
dga,ibnmdqpbyccumzrgskbeql,840.0262626262626
dga,liaafruolidlj,1236.5825563325564
dga,uzlukyhiqugugcuwgljvzxwwo,554.511690821256
dga,gladonly,1191.8253968253969
dga,thensince,1848.6263227513227
dga,vsgaprpmrtwtijfusgqgxct,967.516029863856
dga,pcrfihhkpohhnm,863.6196581196581
dga,lordtalk,1308.1646825396826
dga,oxeqpmjeukyiqd,853.2808302808303
dga,c9b65274ba613d2d2a5ae0427df0c264,423.81821236559136
dga,rytvudwvwvcu,674.1444444444444
dga,wcuqwkprqnlhd,678.0448717948718
dga,1r1upb0vaikc5e1ojm8y7bcel,753.592922705314
dga,quickhope,1047.66335978836
dga,ymexwdle,1092.4404761904761
dga,hytmxptwrytvm,786.3319735819736
dga,bsbbxflhtumqjvv,567.1332112332112
dga,pcpfwixurocr,959.6838383838385
dga,fargdmemizvawkwcxwtllb,899.7246031746032
dga,grouponly,1146.9589947089946
dga,frdoygkcisxeasvigfrvf,1043.7690476190476
dga,r5jy8k1rw3pc3alor6u1rklbbi,708.218376068376
dga,upkrmovtouatexk,1097.0837606837606
dga,plmmwidjqggmq,617.5765345765346
dga,pmt29x1py3p811zdagh5aluv3,504.59637681159415
dga,whromdvqcrpt,899.8671717171718
dga,rpklnsjxmsbbuwi,872.9333333333334
dga,ddobetlymosstgl,1235.6032967032966
dga,pzonciqchrkrhiscaihdytn,1140.3913670870195
dga,yyliapgwldql,854.8757575757576
dga,msjdarvlnwtg,1028.5146464646464
dga,sjbtbuqsrkvthpcjqwbvq,643.9254803675857
dga,vvdpddwrrojki,843.1794871794872
dga,ganieocxgqqamui,1140.5312576312576
dga,enddqkotuwgbt,1005.5038850038851
dga,l9959k1mh5gk01rqijgt10kded9,507.3569040835707
dga,828a35d8794db5b366f525468be3a0dd,343.46740591397844
dga,pmwmyymekllxpcdecjs,887.8600504529296
